,description,book_id
303,"
 BradyGames' Grand Theft Auto: Vice City Official Strategy Guide provides expert strategies that show gamers the steps to climbing the ladder of crime. Complete maps serve as the best visual reference for Vice City and help gamers find everything. Tactics on all the odd jobs, extra missions, Unique Jumps, and Rampage Challenges. Comprehensive vehicle coverage giving gamers
 BradyGames' Grand Theft Auto: Vice City Official Strategy Guide provides expert strategies that show gamers the steps to climbing the ladder of crime. Complete maps serve as the best visual reference for Vice City and help gamers find everything. Tactics on all the odd jobs, extra missions, Unique Jumps, and Rampage Challenges. Comprehensive vehicle coverage giving gamers a virtual showroom of every sweet ride available. Secrets revealed including, hidden packages, tips for opening up new vehicles and locating extra power-ups. Exclusive cheats are revealed, plus a few more surprises! This Signature Series guide features a special cover treatment, exclusive content, and a giant poster!
...more
",608
304,"
BradyGames' Grand Theft Auto: Vice City Official Strategy Guide for PC provides expert mission tactics to earn respect and cash in every mission. A virtual showroom of the game's sweetest vehicles is also included. Players will find everything they need with the highly detailed maps. In addition, the guide reveals cool game secrets like hidden packages, rampages, unique
BradyGames' Grand Theft Auto: Vice City Official Strategy Guide for PC provides expert mission tactics to earn respect and cash in every mission. A virtual showroom of the game's sweetest vehicles is also included. Players will find everything they need with the highly detailed maps. In addition, the guide reveals cool game secrets like hidden packages, rampages, unique stunt jumps, new vehicles, and more!
...more
",609
305,"
BradyGames’ Grand Theft Auto: Vice City Stories Official Strategy Guide includes the following: A complete walkthrough of the entire game.Extensive area maps pinpointing critical locations of weapons, health and more.Detailed listing of items and equipment.Showroom of all Vice City vehicles.Platform: PlayStation Portable Genre: Action/AdventureThis product is available for
BradyGames’ Grand Theft Auto: Vice City Stories Official Strategy Guide includes the following: A complete walkthrough of the entire game.Extensive area maps pinpointing critical locations of weapons, health and more.Detailed listing of items and equipment.Showroom of all Vice City vehicles.Platform: PlayStation Portable Genre: Action/AdventureThis product is available for sale worldwide.
...more
",610
306,"
The indefatigable humorist Regina Barreca is at it again. She and syndicated columnist Nicole Hollander (of Sylvia fame) have teamed up to create a book for and about women and their vices. Half text, half cartoons, An ABC of Vice offers a quick fix to any woman who needs a laugh, who needs permission to take her pleasures seriously while taking the rest of the world for a
The indefatigable humorist Regina Barreca is at it again. She and syndicated columnist Nicole Hollander (of Sylvia fame) have teamed up to create a book for and about women and their vices. Half text, half cartoons, An ABC of Vice offers a quick fix to any woman who needs a laugh, who needs permission to take her pleasures seriously while taking the rest of the world for a ride. This easy-to-access manual of mischievousness includes some hilarious 'bad girl coupons"" empowering the reader to indulge herself.
...more
",612
307,"
A ""users manual"" for human development and self-mastery. On Moral Character is a practical guide to Aristotle's virtues and vices, based on a psychoanalytic perspective and the theory of the four causes.Cross-referenced to both the Nicomachean Ethics and the Art of Rhetoric, On Moral Character shows how our habits affect our happiness, but more importantly why they do.
",613
308,"
 Julia Havey has lost 130 pounds and kept it off for ten years. She's discovered the key to losing weight and keeping it off--small changes add up to big results. Unlike other diets that ask you to overhaul eating habits or eliminate food groups, The Vice-Busting Diet allows readers to discover what's getting in the way of weight loss. Whether it's soda, fast food, sweets

Julia Havey has lost 130 pounds and kept it off for ten years. She's discovered the key to losing weight and keeping it off--small changes add up to big results. Unlike other diets that ask you to overhaul eating habits or eliminate food groups, The Vice-Busting Diet allows readers to discover what's getting in the way of weight loss. Whether it's soda, fast food, sweets or another temptation, Julia Havey teaches you how to eliminate it and replace it with a healthy alternative--with practical advice and a healthy dose of motivation. 

...more
",615
309,"
VICE AND VIRTUE IN EVERYDAY LIFE has been a bestseller in college ethics for more than two decades because it is well-liked by both instructors and students. Instructors appreciate it for its philosophical breadth and seriousness. Students welcome the engaging topics and irresistible readings. VICE AND VIRTUE IN EVERYDAY LIFE provides students with a lively selection of
VICE AND VIRTUE IN EVERYDAY LIFE has been a bestseller in college ethics for more than two decades because it is well-liked by both instructors and students. Instructors appreciate it for its philosophical breadth and seriousness. Students welcome the engaging topics and irresistible readings. VICE AND VIRTUE IN EVERYDAY LIFE provides students with a lively selection of classical and contemporary readings on pressing matters of personal and social morality. The text includes an overview of seminal ethical theories, as well as a unique set of stimulating articles on matters of social responsibility, personal integrity and individual virtue. While the readings consistently represent different points of view, the book maintains a strong sense of the importance of avoiding cruelty and practicing kindness in a well-lived life.
...more
",616
310,"
It’s love at first bite! Until now, vegans and lactose-intolerants have missed out on perfect rich, creamy ice cream, and have been left with bland, too-healthy-tasting alternatives. Who knew it was possible to create a satisfying ice cream-like dessert without the milk and cream? Jeff Rogers and his vice cream to the rescue! VICE CREAM offers more than 70 scrumptious
It’s love at first bite! Until now, vegans and lactose-intolerants have missed out on perfect rich, creamy ice cream, and have been left with bland, too-healthy-tasting alternatives. Who knew it was possible to create a satisfying ice cream-like dessert without the milk and cream? Jeff Rogers and his vice cream to the rescue! VICE CREAM offers more than 70 scrumptious recipes for all the vegans out there who’ve been missing scoop after scoop of mouthwatering ice cream. For the first time, you can make truly creamy and delectable ice creams using purely vegan ingredients—the milks come from nuts, the sweeteners are maple syrup and dates, and the flavors are just amazing. Recipes include favorites like chocolate, vanilla, chocolate chip, mocha, and peanut butter, as well as fresh fruit flavors like blueberry, raspberry, lemon, and strawberry, and many more. After your first spoonful, you’ll be astonished at just how tasty and rich this healthy alternative to the heaviness of “real” ice cream can be. With vice cream in the freezer, you’ll never yearn for milk-based ice cream again. More than 70 recipes for pure vegan ice creams, including preparation and ingredient tips. Includes a whole section devoted to raw vice creams. The Vegetarian Resource Group estimates that 2,900,000 Americans (or 1 percent of the population) are vegans. According to the National Institutes of Health, 30 to 50 million Americans are lactose intolerant.
...more
",617
311,"
From the creators of the runaway cult magazine sensation and arbiter of all that is cool comes the ultimate visual guide on how to be - and not to be - a modern urban hipster.
",618
312,"
From the incomparable Jane Feather, author of national bestsellers Vanity, Violet, and Valentine, comes this enthralling new romance of daring deception and forbidden passion.Juliana drew the line at becoming a harlot. She had already begun the week as a bride...and ended it as a murderess. She was sure no one would believe that she'd hit her elderly groom with a bed
From the incomparable Jane Feather, author of national bestsellers Vanity, Violet, and Valentine, comes this enthralling new romance of daring deception and forbidden passion.Juliana drew the line at becoming a harlot. She had already begun the week as a bride...and ended it as a murderess. She was sure no one would believe that she'd hit her elderly groom with a bed warmer and knocked him quite dead by accident. So she did the only thing she could - she ran. Yet now she was in no position to turn down a shocking proposition from the dangerously handsome Duke of Redmayne: that she become one man's wife and another man's mistress - his mistress. Could she play such a role? Could she live up to such a bargain? And once she had tasted the pleasures of Redmayne's bed, would she ever want anything else.
...more
",619
313,"
Ellis Alves is no angel. But his lawyer says he was framed for the murder of college student Melissa Henderson...and asks Spenser for help.From Boston's back streets to Manhattan's elite, Spenser and Hawk search for suspects, including Melissa's rich-kid, tennis-star boyfriend. But when a man with a .22 puts Spenser in a coma, the hope for justice may die with him...
",620
314,"
What’s the secret to becoming a millionaire?For years people have asked David Bach, the national bestselling author of Smart Women Finish Rich, Smart Couples Finish Rich, and The Finish Rich Workbook, what’s the real secret to getting rich? What’s the one thing I need to do?Now, in The Automatic Millionaire, David Bach is sharing that secret.The Automatic Millionaire
What’s the secret to becoming a millionaire?For years people have asked David Bach, the national bestselling author of Smart Women Finish Rich, Smart Couples Finish Rich, and The Finish Rich Workbook, what’s the real secret to getting rich? What’s the one thing I need to do?Now, in The Automatic Millionaire, David Bach is sharing that secret.The Automatic Millionaire starts with the powerful story of an average American couple--he’s a low-level manager, she’s a beautician--whose joint income never exceeds $55,000 a year, yet who somehow manage to own two homes debt-free, put two kids through college, and retire at 55 with more than $1 million in savings. Through their story you’ll learn the surprising fact that you cannot get rich with a budget! You have to have a plan to pay yourself first that is totally automatic, a plan that will automatically secure your future and pay for your present.What makes The Automatic Millionaire unique:You don’t need a budgetYou don’t need willpowerYou don’t need to make a lot of money You don’t need to be that interested in moneyYou can set up the plan in an hourDavid Bach gives you a totally realistic system, based on timeless principles, with everything you need to know, including phone numbers and websites, so you can put the secret to becoming an Automatic Millionaire in place from the comfort of your own home. This one little book has the power to secure your financial future. Do it once--the rest is automatic!
...more
",621
315,"
Imagine this. You buy a home, live in it, then buy another. You build your wealth through real estate--and then retire rich. It may sound too good to be true. But it's not. It has happened, it's ""happening now"" and it will continue to happen for millions of people over the next few decades. The question is, will it happen for you? If you want the answer to be ""yes,"" then
Imagine this. You buy a home, live in it, then buy another. You build your wealth through real estate--and then retire rich. It may sound too good to be true. But it's not. It has happened, it's ""happening now"" and it will continue to happen for millions of people over the next few decades. The question is, will it happen for you? If you want the answer to be ""yes,"" then stop what you are doing and open this book. Read a few pages. Bach's simple strategies make you rich where you sleep. All you have to do is follow his easy program to go from renter to owner, and from owner to Automatic Millionaire Homeowner. The rest is automatic! What's the secret to becoming a millionaire in real estate? Since the runaway success of David Bach's #1 New York Times bestseller ""The Automatic Millionaire, "" people all over the world have asked David the same question--""is it really possible for me to get rich in real estate? ""Now, in ""The Automatic Millionaire Homeowner,"" David Bach reveals why buying a home and investment properties is not only possible, it is the surest way to reach your seven-figures dreams on an ordinary income. ""The Automatic Millionaire Homeowner"" starts with the powerful story of an average American couple with a modest income who stretch to buy their first house for $30,000 and retire 35 years later owning a home on a golf course and rental properties worth over three million dollars. Through their story you will learn the surprising fact that even if you have cheap rent you can't get rich renting! You must first own a home, and make it the foundation on which you build your financial security. What Makes ""The Automatic Millionaire Homeowner"" Essential: You don't need a big down payment to buy a home.You don't need great credit. You should buy even if you have credit card debt.You can buy a second home even if you're ""still paying off"" the first.""""You can get started in any market-boom or bust.""""It's easier to be a landlord than you think."" ""Whether you are a renter or already own a home, David Bach gives you a lifelong strategy for real estate based on timeless wisdom that is tried and true. He includes everything you need to know, with step-by-step instructions, including phone numbers and websites so you can get started right away. His road map to ownership is easy to follow and, best of all, it makes the process totally automatic. As long as you're alive, you have to live somewhere. Why not let where you live make you rich? David Bach will show you how.
...more
",622
316,"
With this essential companion to the automatic #1 national bestseller, you can put pencil to paper and make your seven-figure dreams come true!The Automatic Millionaire rocketed to instant bestseller status because in its pages America's best-loved money coach, David Bach, delivered a uniquely foolproof, hassle-free plan for achieving financial security even if you have
With this essential companion to the automatic #1 national bestseller, you can put pencil to paper and make your seven-figure dreams come true!The Automatic Millionaire rocketed to instant bestseller status because in its pages America's best-loved money coach, David Bach, delivered a uniquely foolproof, hassle-free plan for achieving financial security even if you have zero willpower. Now The Automatic Millionaire Workbook lets you tailor that strategy to your own financial life in a line-by-line personal plan. The workbook features:THE WORKBOOK FEATURES:- The five questions that determine with 90 percent certainty if you will be an Automatic Millionaire- Charts and checklists for paying down debt while you save- A clear path for any renter to become a home owner- Worksheets to set savings goals and meet them, no matter how much you make- A game plan for paying off mortgages early- The one crucial step that guarantees your financial plan will succeed- Details on where to invest, what phone calls to make, and exactly what to say when automating your financial futureAlong the way, you will be inspired by stories of ordinary Americans from all walks of life who are becaming Automatic Millionaires. The Automatic Millionaire Workbook makes it easier than ever for you to put your financial life on autopilot and finish rich--without a budget.
You've dreamed it, now write it and do it. The rest is automatic! 

...more
",623
317,"
David Bach's simple system for building wealth through homeownership will help you finish rich in any market.
",624
318,"
Despite its sensational title, David Bach's The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich is not a get-rich-quick guide. Rather, the book is a straightforward march through common-sense personal financial planning that suggests readers ""automate"" their contributions to retirement and investment vehicles. Bach, in fact, calls his model the
Despite its sensational title, David Bach's The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich is not a get-rich-quick guide. Rather, the book is a straightforward march through common-sense personal financial planning that suggests readers ""automate"" their contributions to retirement and investment vehicles. Bach, in fact, calls his model the ""tortoise approach"" to becoming wealthy by retirement age.  In the early part of the book Bach builds on ideas he established in Smart Women Finish Rich and other bestselling titles. His core principle is that, to succeed, you must ""Pay Yourself First."" In other words, he suggests using pre-tax retirement accounts (i.e. 401(k)s, IRAs, or Roth IRAs) to set aside a fixed, monthly sum of money before considering what is left for living expenses. The ""automatic"" part of the title comes from Bach's emphasis on using automated payroll deductions to avoid the temptation of using the money to pay today's bills.  Bach insists that ""regardless of the size of your paycheck, you probably already make enough money to become rich."" But his claims that his plan requires ""no budget, no discipline,"" is a bit disingenuous. His discussion of the ""The Latte Factor"" shows that, to find money to start a retirement plan, a person with a modest income needs to make an up-front commitment to stop accruing debt and to reduce spending on such ""wasteful"" items as lattes and cigarettes.  In the end The Automatic Millionaire does not offer much that is new for readers already familiar with personal finance basics like accelerated mortgage payments, ""the miracle of compound interest,"" and the setting up of emergency funds. But, for those just starting with financial planning, Bach provides a host of resources to put recommendations into action. He walks his readers through such fundamentals as shopping for interest rates, creating a balanced retirement portfolio, and consolidating debt. And Bach's conversational style will make this quick read highly palatable for those daunted by more detailed investment and personal finance titles. --Patrick O'Kelley
...more
",625
319,"
In this audio program packed with how-to tips, best-selling author, David Bach, takes a personal approach to the insights he shared in The Automatic Millionaire. Youll be coached by David as though hes in your home, car, or office as he reveals even more strategies, secrets, and tactics that are guaranteed to help you turn an ordinary income into a lifetime of financial
In this audio program packed with how-to tips, best-selling author, David Bach, takes a personal approach to the insights he shared in The Automatic Millionaire. You�ll be coached by David as though he�s in your home, car, or office as he reveals even more strategies, secrets, and tactics that are guaranteed to help you turn an ordinary income into a lifetime of financial freedom…easily and automatically. The complete Automatic Millionaire Audio System is filled with critical tools and additional information you won�t find anywhere else, including: *8 extraordinary audio sessions *Exclusive Bonus Session: How to Put Your Financial House in Order *Accompanying Workbook on CD-ROM *Also get a FREE Latte Factor Travel Mug! Best of all, with the Automatic Millionaire Audio System, you�ll have David Bach as your personal, one-on-one financial coach. He�ll be available to you whenever you need him, so you�ll never forget your focus or lose momentum. You can check in anytime you want a strategy review, a shot of willpower, or a fresh does of inspiration. And you can listen anywhere � while you�re commuting, traveling or even exercising!
...more
",626
320,"
A companion to the mega bestseller The Automatic Millionaire, this workbook lets readers put pencil to paper as they craft a personalized map to richness.Tens of thousands of Canadians bought The Automatic Millionaire because it offered a simple financial plan that would guarantee a wealthy future. This companion workbook will walk readers through the strategies of The
A companion to the mega bestseller The Automatic Millionaire, this workbook lets readers put pencil to paper as they craft a personalized map to richness.Tens of thousands of Canadians bought The Automatic Millionaire because it offered a simple financial plan that would guarantee a wealthy future. This companion workbook will walk readers through the strategies of The Automatic Millionaire step by step, and help them apply the principles of Pay Yourself First™ and Make it Automatic™ to their own circumstances. Exercises, fill-in charts, and checklists will help readers pay down debt, increase savings, get on the path to home ownership, and pay their mortgages off early. Readers will learn where to invest, who to call, and exactly what to say as they make their financial plan wholly automatic. Throughout, the workbook will tell the inspiring stories of ordinary North Americans from every level of income and debt who became Automatic Millionaires.
...more
",627
321,"
Despite its sensational title, David Bach's The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich is not a get-rich-quick guide. Rather, the book is a straightforward march through common-sense personal financial planning that suggests readers ""automate"" their contributions to retirement and investment vehicles. Bach, in fact, calls his model the
Despite its sensational title, David Bach's The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich is not a get-rich-quick guide. Rather, the book is a straightforward march through common-sense personal financial planning that suggests readers ""automate"" their contributions to retirement and investment vehicles. Bach, in fact, calls his model the ""tortoise approach"" to becoming wealthy by retirement age.  In the early part of the book Bach builds on ideas he established in Smart Women Finish Rich and other bestselling titles. His core principle is that, to succeed, you must ""Pay Yourself First."" In other words, he suggests using pre-tax retirement accounts (i.e. 401(k)s, IRAs, or Roth IRAs) to set aside a fixed, monthly sum of money before considering what is left for living expenses. The ""automatic"" part of the title comes from Bach's emphasis on using automated payroll deductions to avoid the temptation of using the money to pay today's bills.  Bach insists that ""regardless of the size of your paycheck, you probably already make enough money to become rich."" But his claims that his plan requires ""no budget, no discipline,"" is a bit disingenuous. His discussion of the ""The Latte Factor"" shows that, to find money to start a retirement plan, a person with a modest income needs to make an up-front commitment to stop accruing debt and to reduce spending on such ""wasteful"" items as lattes and cigarettes.  In the end The Automatic Millionaire does not offer much that is new for readers already familiar with personal finance basics like accelerated mortgage payments, ""the miracle of compound interest,"" and the setting up of emergency funds. But, for those just starting with financial planning, Bach provides a host of resources to put recommendations into action. He walks his readers through such fundamentals as shopping for interest rates, creating a balanced retirement portfolio, and consolidating debt. And Bach's conversational style will make this quick read highly palatable for those daunted by more detailed investment and personal finance titles. --Patrick O'Kelley
...more
",628
322,"
Robert M. Pirsig's Zen & the Art of Motorcycle Maintenance is anexamination of how we live, a meditation on how to live better set around the narration of a summer motorcycle trip across America's Northwest, undertaken by a father & his young son.
",629
323,"
""Pb-pb-b-b-b. Pb-pb-b-b-b."" With these magic vocables, Ralph the mouse revs up a dream come true--his very own motorcycle. Living in a knothole in a hotel room, young Ralph has seen plenty of families come and go, some more generous with their crumbs than others. But when young Keith and his parents check in to the hotel, Ralph gets his first chance to check out. He has
""Pb-pb-b-b-b. Pb-pb-b-b-b."" With these magic vocables, Ralph the mouse revs up a dream come true--his very own motorcycle. Living in a knothole in a hotel room, young Ralph has seen plenty of families come and go, some more generous with their crumbs than others. But when young Keith and his parents check in to the hotel, Ralph gets his first chance to check out. He has always fantasized about venturing beyond the second floor, maybe even outside. Curiosity overcomes caution, and Ralph must have a go at Keith's toy motorcycle. Soon, the headstrong mouse finds himself in a pickle, when all he wanted was to ride a motorcycle. Lucky for him, the boy understands how it is. When he discovers Ralph in his thwarted attempt to abscond with the toy bike, Keith generously encourages the rodent to ride. He even teaches him the simple trick of starting the motorcycle: ""You have to make a noise... pb-pb-b-b-b."" The subsequent situations Ralph motors into require quick thinking and grownup-sized courage. The team of Beverly Cleary and Louis Darling has been a great favorite for decades, introducing young chapter readers to Ramona, Beezus, Henry, and of course Ralph the mouse. (Ages 8 and older) --Emilie Coulter
...more
",630
324,"
Popular motorcycle journalist and author Mark Zimmerman brings a comfortable, conversational tone to his easy-to-understand explanations of how motorcycles work and how to maintain them and fix them when they don't. This practical tutorial covers all brands and styles of bikes, making it a perfect companion to the owner's service manual whether you need to use the
Popular motorcycle journalist and author Mark Zimmerman brings a comfortable, conversational tone to his easy-to-understand explanations of how motorcycles work and how to maintain them and fix them when they don't. This practical tutorial covers all brands and styles of bikes, making it a perfect companion to the owner's service manual whether you need to use the step-by-step instructions for basic maintenance techniques to wrench on your bike yourself or just want to learn enough to become an informed customer at your local motorcycle service department. This book includes more than 500 color photos and a thorough index to make it an especially user-friendly reference for home motorcycle mechanics of all skill levels.
...more
",631
325,"
Featuring Che's original photographs from the journey, a new translation, and a moving preface by Che's daughter, Aleida Guevara, The Motorcycle Diaries marks the starting point of Ernesto Che Guevara's transformation into one of the 20th century's most enduring icons.
",632
326,"
 The most complete book on motorcyclesrevised and updated.    This revised guide covers how to choose and maintain a motorcycle, how to buy appropriate gear, how to ride safely, and how to make the most of trips. With an updated chapter on new racing rules and venues, and updated material on the repair and maintenance of motorcycles, this book also includes additional

The most complete book on motorcycles�revised and updated. 
  This revised guide covers how to choose and maintain a motorcycle, how to buy appropriate gear, how to ride safely, and how to make the most of trips. With an updated chapter on new racing rules and venues, and updated material on the repair and maintenance of motorcycles, this book also includes additional resources for beginning motorcyclists. 	� Features a completely updated buyer�s guide, a revised chapter on new racing rules and venues, and the latest on the repair and maintenance of newer models 	� Foreword and cover quote by Jay Leno 	� Written by the editors of Motorcyclist magazine, the world�s largest streetbike publication
...more
",633
327,"
An easy-to-use manual that shows you how to maximize your machine's performance and save money on garage bills. Covers a wide range of machines and caters to all technical abilities, from novice riders to experienced mechanics; written by respected motorcycle journalist and best-selling author Hugo Wilson; explains everything from simple adjustments to complex repairs with
An easy-to-use manual that shows you how to maximize your machine's performance and save money on garage bills. Covers a wide range of machines and caters to all technical abilities, from novice riders to experienced mechanics; written by respected motorcycle journalist and best-selling author Hugo Wilson; explains everything from simple adjustments to complex repairs with step-by-step color photographs and easy-to-follow text.
...more
",634
328,"
Discover the best touring roads the Southwest has to offer in this entertaining and informative guide. Berke describes 66 separate rides, each about one day in length. Each trip has been designed to include both great roads and great scenery, plus the best campgrounds, parks, scenic landmarks and restaurants to be found. Lists information on points of interest with prices,
Discover the best touring roads the Southwest has to offer in this entertaining and informative guide. Berke describes 66 separate rides, each about one day in length. Each trip has been designed to include both great roads and great scenery, plus the best campgrounds, parks, scenic landmarks and restaurants to be found. Lists information on points of interest with prices, hours of operation and other helpful tips. 
...more
",635
329,"
Bortles covers everything from basic prep work to advanced finishing techniques. The techniques and processes can be used on any type of motorcycle from a production road bike to a custom chopper with extravagant bodywork. Among the topics covered are bodywork preparation, paint selection and preparation, a variety of painting techniques, and post-application follow-up
Bortles covers everything from basic prep work to advanced finishing techniques. The techniques and processes can be used on any type of motorcycle from a production road bike to a custom chopper with extravagant bodywork. Among the topics covered are bodywork preparation, paint selection and preparation, a variety of painting techniques, and post-application follow-up techniques to put the best finish on a great paint job.
...more
",636
330,"
Organized by major sub-assemblies like engines, frames, suspension, wheels and tires, brakes, and bodywork, the text and photo sequences featured here outline repair fundamentals and parts sources, and advise owners when to repair and when to replace. Care is taken to offer advice applicable to U.S., British, German, Italian, and Japanese bikes (the latter of which have
Organized by major sub-assemblies like engines, frames, suspension, wheels and tires, brakes, and bodywork, the text and photo sequences featured here outline repair fundamentals and parts sources, and advise owners when to repair and when to replace. Care is taken to offer advice applicable to U.S., British, German, Italian, and Japanese bikes (the latter of which have previously gone largely ignored) in all four-stroke and classic two-stroke configuirations. An appendix features a resource list and bibliography. Mark Zimmerman, the technical editor of Old Bike Journal, has also written for American Iron and Classic Bike.
...more
",637
331,"
This book lays out 35 day-long routes through mountains and valleys of Pennsylvania, Maryland, Virginia, West Virginia, North Carolina and Tennessee, plus an ideal north-south through route. Coyner's affection for the region is clear in his lyrical descriptions of the best roads to ancient caverns, covered bridges, rolling farm country, Civil War battlefields and
This book lays out 35 day-long routes through mountains and valleys of Pennsylvania, Maryland, Virginia, West Virginia, North Carolina and Tennessee, plus an ideal north-south through route. Coyner's affection for the region is clear in his lyrical descriptions of the best roads to ancient caverns, covered bridges, rolling farm country, Civil War battlefields and president's homes. Includes coverage of the famed Skyline Drive and Blue Ridge Parkway, and features up-to-date suggestions for restaurants and lodging along each of the routes.
...more
",638
332,"
When their teacher gives a joint storytelling assignment, a boy and a girl have different ideas of how their fairy tale should evolve. Can they agree on who will live happily ever after? With a cool motorcycle dude and a beautiful princess the possibilities are endless! ""Hilarious book, perfect for reading aloud."" -Barnes & NobleOnce upon a time there was ... a
When their teacher gives a joint storytelling assignment, a boy and a girl have different ideas of how their fairy tale should evolve. Can they agree on who will live happily ever after? With a cool motorcycle dude and a beautiful princess the possibilities are endless! ""Hilarious book, perfect for reading aloud."" -Barnes & NobleOnce upon a time there was ... a princess who loved all her beautiful ponies, a cool muscle dude who rode an awesome motorcycle. But a giant came and started stealing them! The dude came to fight the ugly, smelly giant with his mighty sword. She turned gold into thread while she cried for Buttercup, her favorite pony. And he took the princess's gold thread for payment The end!Wait a minute! That's not how it ends!Oh no?Once upon a time there was a boy and a girl who had to tell a fairy tale to the class, but they couldn't agree on the story. Will everyone live happily ever after?
...more
",639
333,"
I was on a lonely stretch of road. There were no lights other than the moon and stars, and I had not encountered any traffic in at least 10 minutes. Far ahead of me a figure stepped out of the brush and stood on the shoulder of the road. The figure was still far out of my headlight range, but was visible as a stunning and marvelous silhouette in the bright moonlight.
",640
334,"
The popularity of motorcycle tour riding is increasing steadily, but riders taking off on extended trips must realize there are unique hazards they can face when riding without support far from home. This book is a comprehensive ""how-to-tour"" guide that includes information on how to plan, what to pack, how to make emergency roadside motorcycle repairs, how to develop a
The popularity of motorcycle tour riding is increasing steadily, but riders taking off on extended trips must realize there are unique hazards they can face when riding without support far from home. This book is a comprehensive ""how-to-tour"" guide that includes information on how to plan, what to pack, how to make emergency roadside motorcycle repairs, how to develop a ""personal safety net"" for when things go wrong, and how best to avoid having things go wrong.
...more
",641
335,"
When Robert Pirsig’s Zen and the Art of Motorcycle Maintenance was first published in 1974, it caused a literary sensation. An entire generation was profoundly affected by the story of the narrator, his son, Chris, and their month-long motorcycle odyssey from Minnesota to California. A combination of philosophical speculation and psychological tension, the book is a
When Robert Pirsig’s Zen and the Art of Motorcycle Maintenance was first published in 1974, it caused a literary sensation. An entire generation was profoundly affected by the story of the narrator, his son, Chris, and their month-long motorcycle odyssey from Minnesota to California. A combination of philosophical speculation and psychological tension, the book is a complex story of relationships, values, madness, and, eventually, enlightenment.Ron Di Santo and Tom Steele have spent years investigating the background and underlying symbolism of Pirsig’s work. Together, and with the approval of Robert Pirsig, they have written a fascinating reference/companion to the original.Guidebook to Zen and the Art of Motorcycle Maintenance serves as a metaphorical backpack of supplies for the reader’s journey through the original work. With the background material, insights, and perspectives the authors provide, Guidebook to Zen and the Art of Motorcycle Maintenance is destined to become required reading for new fans of the book as well as those who have returned to it over the years.
...more
",642
336,"
All common engine, chassis and electrical systems fully explained and illustrated. Topics covered include engine cycles and layouts, carburettors and fuel injection, ignition systems, clutches, gearbox, engine lubrication and cooling, wheels, tires, braking systems, suspension, steering, handling, design and electrical systems.
",643
337,"
Beginner's manual for riding a motorcycle that covers the purchase of the motorcycle, safety equipment, and safe riding skills.
",644
338,"
A rapidly growing cross-section of motorcyclists have taken to camping, both to reduce travel costs and to add an extremely enjoyable dimension to their adventures. Motorcycle camping offers an inexpensive, comfortable, relaxing way to see the country, enjoy nature, and share stories with your friends around a campfire. With the wide choice of high quality products now
A rapidly growing cross-section of motorcyclists have taken to camping, both to reduce travel costs and to add an extremely enjoyable dimension to their adventures. Motorcycle camping offers an inexpensive, comfortable, relaxing way to see the country, enjoy nature, and share stories with your friends around a campfire. With the wide choice of high quality products now available, camping by motorcycle has never been easier. But camping by motorcycle isn't just a matter of buying high-tech equipment. This book is loaded with practical information to help you enjoy the whole experience.
...more
",645
339,"
Book by Berke, Marty
",646
340,"
With a new Afterword to the 2002 edition, No Logo employs journalistic savvy and personal testament to detail the insidious practices and far-reaching effects of corporate marketing—and the powerful potential of a growing activist sect that will surely alter the course of the 21st century. First published before the World Trade Organization protests in Seattle, this is an
With a new Afterword to the 2002 edition, No Logo employs journalistic savvy and personal testament to detail the insidious practices and far-reaching effects of corporate marketing—and the powerful potential of a growing activist sect that will surely alter the course of the 21st century. First published before the World Trade Organization protests in Seattle, this is an infuriating, inspiring, and altogether pioneering work of cultural criticism that investigates money, marketing, and the anti-corporate movement.As global corporations compete for the hearts and wallets of consumers who not only buy their products but willingly advertise them from head to toe—witness today's schoolbooks, superstores, sporting arenas, and brand-name synergy—a new generation has begun to battle consumerism with its own best weapons. In this provocative, well-written study, a front-line report on that battle, we learn how the Nike swoosh has changed from an athletic status-symbol to a metaphor for sweatshop labor, how teenaged McDonald's workers are risking their jobs to join the Teamsters, and how ""culture jammers"" utilize spray paint, computer-hacking acumen, and anti-propagandist wordplay to undercut the slogans and meanings of billboard ads (as in ""Joe Chemo"" for ""Joe Camel"").No Logo will challenge and enlighten students of sociology, economics, popular culture, international affairs, and marketing.""This book is not another account of the power of the select group of corporate Goliaths that have gathered to form our de facto global government. Rather, it is an attempt to analyze and document the forces opposing corporate rule, and to lay out the particular set of cultural and economic conditions that made the emergence of that opposition inevitable."" —Naomi Klein, from her Introduction
...more
",647
341,"
Book by
",648
