,book_id,book_name
1147,1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything
1148,1203,Freakonomics: A Rogue Economist Explores The Hidden Side Of Everything
1149,1204,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta
1150,1205,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything
1151,1206,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything
1152,1207,Freakonomics  - O Estranho Mundo da Economia
1153,1208,The Semi-Complete Guide to Sort of Being a Gentleman
1154,1209,Gentleman's Guide to Grooming and Style
1155,1210,Gentleman's Guide to Grooming and Style
1156,1211,Gentleman's Guide to Toasting
1157,1212,The Gentleman's Guide to Passages South: The Thornless Path Toward Windward
1158,1213,Gentleman's GD.to Etiquette
1159,1214,Gentleman's Guide To Professional Appearance
1160,1215,A Well-Dressed Gentleman's Pocket Guide
1161,1216,Miracle Collapse: The 1969 Chicago Cubs
1162,1217,Collapse
1163,1218,"The Last Assassin (John Rain, #5)"
1164,1219,"Sicario (John Rain, #1)"
1165,1220,"Blood From Blood (John Rain, #2)"
1166,1221,La Chute de John R.
1167,1224,"One Last Kill (John Rain, #4)"
1168,1225,Chuva Forte
1169,1226,Life of Pi
1170,1227,Vida de Pi
1171,1228,Life of Pi
1172,1229,Life of Pi
1173,1230,L'Histoire de Pi
1174,1231,Keys to Investing in Real Estate
1175,1232,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)"
1176,1233,The Shadow of the Wind
1177,1234,Shadows and Wind: A View of Modern Vietnam
1178,1235,"La sombra del viento (El cementerio de los libros olvidados, #1)"
1179,1236,In the Shadow of the Wind
1180,1237,Shadows on the Wind
1181,1238,Freedom's Shadow
1182,1239,Shadows And Wind: A View of Modern Vietnam
1183,1240,Against Shadows and Winds
1184,1241,A Million Little Pieces
1185,1242,A Million Little Pieces of Feces
1186,1243,A Million Little Lies
1187,1244,Sandpaper Sisters
1188,1245,A Million Little Pieces of Close to Home: A Close to Home Collection
1189,1246,The Leadership Challenge
1190,1247,Leadership and Self-Deception: Getting Out of the Box
1191,1248,The 21 Irrefutable Laws of Leadership Workbook: Follow Them and People Will Follow You
1192,1249,Primal Leadership: Learning to Lead with Emotional Intelligence
1193,1250,Leadership: Theory and Practice
1194,1251,Leadership Is an Art
1195,1252,Lincoln on Leadership: Executive Strategies for Tough Times
1196,1253,Leadership 101: What Every Leader Needs to Know
1197,1254,The Leadership Pipeline: How to Build the Leadership-Powered Company
1198,1255,Leadership in Organizations
1199,1256,Complete Giuliani Studies
1200,1257,Grand Illusion: The Untold Story of Rudy Giuliani and 9/11
1201,1258,120 Studies for Right Hand Development
1202,1259,Leadership Through the Ages: A Collection of Favorite Quotations
1203,1260,Mauro Giuliani: Virtuoso Guitarist and Composer
1204,1261,Rudy Giuliani: Emperor of the City
1205,1262,"The Prince of the City: Giuliani, New York, and the Genius of American Life"
1206,1263,America's Mayor: The Hidden History of Rudy Giuliani's New York
1207,1264,Rudy! An Investigative Biography Of Rudolph Giuliani
1208,1265,Leadership
1209,1266,Leadership Through the Ages: A Collection of Favorite Quotations
1210,1267,A Day in the Life of a Mayor: Featuring New York City Mayor Rudy Giuliani
1211,1268,"Faces Of Ground Zero: Portraits Of The Heroes Of September 11, 2001"
1212,1269,"Music Minus One Guitar: Giuliani Guitar Quintet in A major, op. 65 (Book & CD)"
1213,1270,"Mauro Giuliani: Guitar Concerto No. 1 in A Major, Op. 30 [With 2 CDs]"
1214,1271,Assessment in Special Education: A Practical Approach
1215,1272,Rudolph Giuliani
1216,1273,Leadership
1217,1274,"Men Are from Mars, Women Are from Venus"
1218,1275,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Relationships"
1219,1276,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships
1220,1277,"Men are from Mars, Women are from Venus"
1221,1278,Freddy and the Men from Mars
1222,1279,"Men Are from Mars, Women Are from Venus: Secrets of Passion/Audio Cassette"
1223,1280,"Men Are From Mars, Women Are From Venus: A Practical Guide For Improving Communication and Getting What You Want"
1224,1281,"Men Are from Mars, Women Are from Venus"
1225,1282,"Children Are from Heaven: How to Have Strong, Confident Children"
1226,1283,Investing in REITs: Real Estate Investment Trusts
1227,1284,Playing the REITs Game: Asia's New Real Estate Investment Trusts
1228,1285,The essential REIT: A guide to profitable investing in Real Estate Investment Trusts
1229,1286,Real Estate Securities: The Reit Investment Handbook
1230,1287,Online Investing Hacks: 100 Industrial-Strength Tips & Tools
1231,1288,J.K.Lasser Pro Real Estate Investment Trusts: New Strategies for Portfolio Management
1232,1289,How to Talk to Women
1233,1290,How to Succeed with Women
1234,1291,Sex Lover's Book of Lists
1235,1292,Kiowa Trail
1236,1293,How to Succeed with Men
1237,1294,How to Survive the IRS: My Battles Against Goliath
1238,1295,"The Clan of the Cave Bear (Earth's Children, #1)"
1239,1296,"The Clan of the Cave Bear (Earth's Children, #1)"
1240,1297,"The Clan of the Cave Bear, Part 1 of 2 (Earth's Children, #1)"
1241,1298,"The Clan of the Cave Bear, Part 2 of 2 (Earth's Children, #1)"
1242,1300,The Bad Guys Won!
1243,1301,Moneyball: The Art of Winning an Unfair Game
1244,1302,Juiced Official Strategy Guide
1245,1303,The 48 Laws of Power
1246,1304,The Exp 48 Laws of Power
1247,1305,Gates of Fire: An Epic Novel of the Battle of Thermopylae
1248,1306,Gates Of Fire
1249,1307,"Fire Sea (The Death Gate Cycle, #3)"
1250,1308,Gates of Fire: An Epic Novel of the Battle of Thermopylae
1251,1309,"Memory of Fire (The World Gates, #1)"
1252,1310,Fire at Eden's Gate: Tom McCall and the Oregon Story
1253,1311,Through Gates of Fire: A Journey into World Disorder
1254,1312,The Gate of Fire (Oath Of Empire Book Two)
1255,1313,Gates of Fire
1256,1314,Fire in the Gates
1257,1315,The Afghan Campaign
1258,1316,The Virtues of War: A Novel of Alexander the Great
1259,1317,Tides of War
1260,1318,Last of the Amazons
1261,1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles
1262,1320,Gita on the Green
1263,1321,"CONQUISTA DE ALEJANDRO MAGNO,"
1264,1322,Blood Stripes: The Grunt's View of the War in Iraq
1265,1323,Phaedrus
1266,1324,Phaedrus
1267,1325,Symposium/Phaedrus
1268,1326,Phaedrus and Letters VII and VIII
1269,1327,Phaedrus
1270,1328,Phaedrus
1271,1329,Plato's Erotic Dialogues: Symposium/Phaedrus
1272,1330,Euthyphro. Apology. Crito. Phaedo. Phaedrus.
1273,1331,Babrius and Phaedrus: Fables (Loeb Classical Library #436)
1274,1332,"Platonis opera, Tomus II"
1275,1333,The Rhetoric of Morality and Philosophy: Plato's Gorgias and Phaedrus
1276,1334,Lysis/Phaedrus/Symposium: Plato on Homosexuality
1277,1335,Listening to the Cicadas: A Study of Plato's Phaedrus
1278,1336,Plato's Phaedrus: The Philosophy of Love
1279,1337,Enthusiasm and Divine Madness
1280,1338,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws
1281,1339,"Loving and Dying: A Reading of Plato's Phaedo, Symposium, and Phaedrus"
1282,1340,Telling Tales on Caesar: Roman Stories from Phaedrus
1283,1341,The Fables of Phaedrus
1284,1342,Gorgias/Phaedrus (Agora)
1285,1343,Fables from Phaedrus
1286,1344,"Plato's ""Phaedrus"": A Defense of a Philosophic Art of Writing"
1287,1345,Phaedrus
1288,1346,Phaedrus-Kommentar
1289,1347,"Rhetoric and Reality in Plato's ""phaedrus"""
1290,1348,"The Platonism of Marsilio Ficino: A Study of His Phaedrus Commentary, Its Sources and Genesis"
1291,1349,Phaedrus
1292,1350,Phaedrus. Fabeln. (Lernmaterialien)
1293,1351,Statesman
1294,1352,Cratylus
1295,1353,Gorgias
1296,1354,Gorgias
1297,1355,Gorgias
1298,1356,Lysis/Symposium/Gorgias
1299,1357,Gorgias
1300,1358,Encomium of Helen
1301,1359,"Gorgias, Sophist, and Artist"
1302,1360,Gorgias and the New Sophistic Rhetoric
1303,1361,A Friendly Companion to Plato's Gorgias
1304,1362,The Histories
1305,1363,The Histories
1306,1364,The History (Great Minds)
1307,1365,The Histories
1308,1366,The Histories
1309,1367,The Histories
1310,1368,The Histories
1311,1369,The History
1312,1370,The Persian War (Translations from Greek & Roman Authors)
1313,1371,The Iliad
1314,1372,The Iliad
1315,1373,Iliad
1316,1374,The Iliad
1317,1375,The Iliad/The Odyssey
1318,1376,The Iliad
1319,1377,The Iliad
1320,1378,The Essential Iliad
1321,1379,An Iliad
1322,1380,The Iliad
1323,1381,The Odyssey
1324,1382,The Odyssey
1325,1383,The Odyssey
1326,1384,The Odyssey
1327,1385,African American Odyssey
1328,1386,Cliffs Notes on Homer's The Odyssey
1329,1387,The Odyssey
1330,1388,Odyssey
1331,1389,"Mathematics: A Practical Odyssey [with CengageNOW, Personal Tutor, and Student Book Companion Site Printed Access Code]"
1332,1390,Earth Odyssey: Around the World in Search of Our Environmental Future
1333,1391,"Aeneid: Selections from Books 1, 2, 4, 6, 10, 12"
1334,1392,Aeneid: Books I-VI
1335,1393,Vergil Vocabulary Cards for AP Select: PB
1336,1394,"Vergil's Aeneid, 10 & 12: Pallas & Turnus (Latin Edition) (Bks. 10) (Bks. 10 & 12)"
1337,1395,"Aeneid: Hero, War, Humanity"
1338,1396,Herding Dogs: Progressive Training
1339,1397,Vergil: A Legamus Transitional Reader
1340,1398,Latin (Vergil)
1341,1399,Vergil's Aeneid: Books I-VI
1342,1401,Midwest Eclogue
1343,1402,Eclogues. Georgics. Aeneid: Books 1-6
1344,1403,City Eclogue
1345,1404,Eclogues and Georgics
1346,1405,The Eclogues and The Georgics
1347,1406,<I>Eclogues</I> and  <I>Georgics</I> of Virgil
1348,1407,The Eclogues of Virgil: A Translation
1349,1408,"Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces, Marinades, Dry Rubs, Wet Rubs, Mops and Salsas"
1350,1409,The Dry Danube: A Hitler Forgery
1351,1410,"Lacrimal Gland, Tear Film, and Dry Eye Syndromes: Basic Science and Clinical Relevance"
1352,1411,Old Dry Frye
1353,1412,Power Publicity for Dry Cleaners
1354,1413,Dry Water
1355,1414,The Riverside Shakespeare
1356,1415,World of Shakespeare: The Complete Plays and Sonnets of William Shakespeare (38 Volume Library)
1357,1416,The Norton Shakespeare
1358,1417,The Complete Pelican Shakespeare
1359,1418,Complete Works of William Shakespeare
1360,1419,The Complete Works
1361,1420,Hamlet
1362,1421,The Oxford Shakespeare: The Complete Works
1363,1422,"Shakespeare Set Free: Teaching Romeo & Juliet, Macbeth & Midsumr Night'"
1364,1423,The Compleat Works of Wllm Shkspr (abridged)
1365,1424,The Pilgrimage: A Contemporary Quest for Ancient Wisdom
1366,1425,The Valkyries
1367,1426,Warrior of the Light
1368,1427,The Zahir
1369,1428,By the River Piedra I Sat Down and Wept
1370,1429,The Fifth Mountain
1371,1430,Eleven Minutes
1372,1431,Veronika Decides to Die
1373,1432,Hamlet
1374,1433,Hamlet
1375,1434,Hamlet
1376,1436,Hamlet (Norton Critical Edition)
1377,1437,Cliffs Notes on Shakespeare's Hamlet
1378,1438,Shakespeare's Hamlet
1379,1439,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth
1380,1440,History of the Peloponnesian War: Bk. 1-2
1381,1441,"On Justice, Power and Human Nature: Selections from The History of the Peloponnesian War"
1382,1442,"The Peloponnesian War, Bk. 2"
1383,1443,Thucydides Reader: Annotated Passages from Books I-VIII of the Histories
1384,1444,History of the Peloponnesian War: Bk. 5-6
1385,1445,The Peloponnesian War
1386,1446,"Historiae, Vol. 2"
1387,1447,Thucydides: An Introduction for the Common Reader
1388,1448,A Historical Commentary on Thucydides: A Companion to Rex Warner's Penguin Translation
1389,1449,"The Peloponnesian War: A New Translation, Backgrounds, Interpretations"
1390,1450,Thucydides
1391,1451,Thucydides: Book I
1392,1452,"Thucydides, Hobbes, and the Interpretation of Realism"
1393,1453,Once Again for Thucydides: Fiction
1394,1454,Thucydides Book I: A Students' Grammatical Commentary
1395,1455,Thucydides: Man's Place in History
1396,1456,Apologies to Thucydides: Understanding History as Culture and Vice Versa
1397,1457,Thucydides
1398,1458,"The Intellectual Revolution: Selections from Euripides, Thucydides and Plato"
1399,1459,"History of the Peloponnesian War, Bk. 7-8"
1400,1460,A Historical Commentary on Thucydides: Volume 1: Introduction and Commentary on Book I
1401,1461,"Thucydides, Book 6 Commentary"
1402,1462,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus
1403,1463,Euripides V: Electra / The Phoenician Women / The Bacchae
1404,1464,Euripides: Ten Plays
1405,1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis
1406,1466,Grief Lessons: Four Plays by Euripides
1407,1467,Ten Plays
1408,1468,"Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies, #7)"
1409,1469,Bacchae
1410,1470,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen
1411,1471,"Three Plays of Euripides: Alcestis, Medea, the Bacchae"
1412,1472,Electra and Other Plays
1413,1473,Medea and Other Plays
1414,1474,Cyclops / Alcestis / Medea
1415,1475,Medea
1416,1476,The Bacchae and Other Plays
1417,1477,Four Plays: Medea / Hippolytus / Heracles / Bacchae
1418,1478,The Bacchae of Euripides
1419,1479,Bakkhai
1420,1480,Plays 1: Medea/The Phoenician Women/Bacchae
1421,1481,Elektra
1422,1482,Medea - Literary Touchstone Classic
1423,1483,The Trojan Women and Other Plays
1424,1484,"Euripides' Bacchae, Focus Classical Library (Focus Classical Library)"
1425,1485,Hippolytus
1426,1486,The Trojan Women and Hippolytus
1427,1487,Euripides' Bacchae
1428,1488,The Bacchae of Euripides: A Communion Rite
1429,1489,Orestes and Other Plays
1430,1490,Cyclops
1431,1491,Children of Heracles / Hippolytus / Andromache / Hecuba
1432,1492,The Trojan Women: A Play by Euripides Translated from the Greek Into English and Adapted in Response to Aristophanes' and Aristotle's Cr
1433,1493,Bacchae (Plays of Euripides)
1434,1494,Alcestis
1435,1495,Suppliant Women / Electra / Heracles
1436,1496,Iphigenia in Aulis
1437,1497,Three Great Plays: Medea / Hippolytus / Helen
1438,1498,Helen
1439,1499,Medea
1440,1500,Euripides: Bacchae (Duckworth Companions to Greek & Roman Tragedy) (Duckworth Companions to Greek & Roman Tragedy)
1441,1501,The Essential Euripides
1442,1502,Euripides: Hippolytus
1443,1503,"Hecuba: Introduction, Text, and Commentary"
1444,1504,Euripides: Medea
1445,1505,The Electra of Euripides
1446,1506,CliffsNotes on Euripides' Medea and Electra
1447,1507,Electra
1448,1508,Hippolytos
1449,1509,Trojan Women / Iphigenia Among the Taurians / Ion
1450,1510,Helen / Phoenician Women / Orestes
1451,1511,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy)
1452,1512,The Hippolytus of Euripides
1453,1513,Euripides: The Complete Plays Vol. III
1454,1514,The Bacchae of Euripides: A New Translation with a Critical Essay
1455,1515,"The Complete Greek Tragedies, Volume 3: Euripides"
1456,1516,"Aeschylus I: Oresteia (Agamemnon, The Libation Bearers, The Eumenides)"
1457,1517,"Aeschylus II: The Suppliant Maidens, The Persians, Seven against Thebes, and Prometheus Bound (The Complete Greek Tragedies)"
1458,1518,The Oresteia
1459,1519,"The Oresteia: Agamemnon, The Libation Bearers, The Eumenides"
1460,1520,Aeschylus Persae
1461,1521,Oresteia
1462,1522,Suppliant Maidens/Persians/Prometheus/Seven Against Thebes (Loeb Classical Library 145)
1463,1523,Prometheus Bound and Other Plays
1464,1524,"Agamemnon (Oresteia, #1)"
1465,1525,The Oresteia
1466,1526,"Aeschylus, 1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides"
1467,1527,"The Complete Greek Tragedies, Volume 1: Aeschylus"
1468,1528,Aeschylus: Seven Plays (The Greek Classics)
1469,1529,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature)
1470,1530,"The Oresteia: Agamemnon, Choephoroe & Eumenides (Everyman's Library, No. 260)"
1471,1531,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound
1472,1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies
1473,1533,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound
1474,1534,Oresteia
1475,1535,"Sophocles I: Oedipus The King, Oedipus at Colonus, Antigone (The Complete Greek Tragedies, #8)"
1476,1536,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4)
1477,1537,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone
1478,1538,The Complete Plays
1479,1539,The Complete Plays of Sophocles
1480,1540,"The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus, Antigone"
1481,1541,Antigone (Translations from Greek Drama)
1482,1542,"The Three Theban Plays: Antigone, Oedipus the King, Oedipus at Colonus"
1483,1543,Ajax/Electra/Oedipus Tyrannus
1484,1544,Antigone (Greek and Latin Classics)
1485,1545,"Sophocles I: Oedipus the King, Oedipus at Colonus, Antigone (Complete Greek Tragedies)"
1486,1546,Theban Plays
1487,1547,"The Theban Plays (Everyman's Library, #93)"
1488,1548,Electra and Other Plays
1489,1549,Antigone / Oedipus the King / Electra
1490,1550,Sophocles' Antigone
1491,1551,"Sophocles Plays 2: Ajax, Women of Trachis, Electra, Philoctetes"
1492,1552,Introduction to Signal Processing
1493,1553,"A World of Heroes: Selections from Homer, Herodotus and Sophocles"
1494,1554,"Oedipus Rex  (The Theban Plays, #1)"
1495,1555,The Oedipus Plays of Sophocles
1496,1556,Oedipus Rex
1497,1557,Sophocles 1: Ajax/Women of Trachis/Electra/Philoctetes
1498,1558,Oedipus Rex (Greek and Latin Classics)
1499,1559,Oedipus the King
1500,1560,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs
1501,1561,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen
1502,1562,The Complete Plays
1503,1563,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth
1504,1564,Birds/Lysistrata/Women at the Thesmophoria (Loeb Classical Library 179)
1505,1565,Lysistrata / The Acharnians / The Clouds
1506,1566,Clouds/Wasps/Birds (Aristophanes 1)
1507,1567,Lysistrata and Other Plays
1508,1568,Acharnians
1509,1569,Clouds
1510,1570,Lysistrata
1511,1571,Clouds
1512,1572,Clouds/Wasps/Peace
1513,1573,The Birds and Other Plays
1514,1574,Socrates and Aristophanes
1515,1575,Four Major Plays: Lysistrata/The Birds/The Clouds/The Acharnians
1516,1576,Three Plays: The Wasps / The Poet and the Women / The Frogs
1517,1577,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day
1518,1578,Four Comedies: Lysistrata/The Congresswomen/The Acharnians/The Frogs
1519,1579,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180)
1520,1580,Aristophanes 2: Wasps/Lysistrata/Frogs/The Sexual Congress
1521,1581,Aristophanes
1522,1582,The Frogs
1523,1583,Lysistrata
1524,1584,"Cliffs Notes on Aristophanes' Lysistrata, The Birds, The Clouds, The Frogs"
1525,1585,Aristophanes and Athens: An Introduction to the Plays
1526,1586,Lysistrata
1527,1587,Aristophanes' Clouds
1528,1588,The Birds
1529,1589,Three Comedies: The Birds/The Clouds/The Wasps
1530,1590,Peace
1531,1591,Lysistrata
1532,1592,The Knights / Peace / The Birds / The Assembly Women / Wealth
1533,1593,Religion and Politics in Aristophanes' Clouds
1534,1594,Spectacles of Truth in Classical Greek Philosophy: Theoria in Its Cultural Context
1535,1595,Genres in Dialogue: Plato and the Construct of Philosophy
1536,1596,The Nightingale Question: Five Poets from Saxony
1537,1597,Thomas Cole (Famous Artists Series)
1538,1598,"That Wilder Image (History of American Painting, Vol 2)"
1539,1599,Thomas Cole
1540,1600,The Life and Works of Thomas Cole
1541,1601,"The Correspondence of Thomas Cole and Daniel Wadsworth: Letters in the Watkinson Library, Trinity College, Hartford and N. Y. State Lib., Albany, N."
1542,1602,Thomas Cole's Paintings of Eden
1543,1603,Thomas Cole's Poetry: The Collected Poems of America's Foremost Painter of the Hudson River School
1544,1604,Along the Juniata: Thomas Cole and the Dissemination of American Landscape Imagery
1545,1605,The Origins of Rhetoric in Ancient Greece
1546,1606,Rhetoric and the Origins of Medieval Drama
1547,1607,Democracy and Punishment: Disciplinary Origins of the United States
1548,1608,"The Puritan Tradition in Revolutionary, Federalist, and Whig Political Theory: A Rhetoric of Origins"
1549,1609,"Rhetoric, The Bible, And The Origins Of Free Verse: The Early ""Hymns"" Of Friedrich Gottlieb Klopstock"
1550,1610,Political Philosophy and Rhetoric: A Study of the Origins of American Party Politics
1551,1611,Structure of Ancient Arguments
1552,1612,Defining Reality: Definitions and the Politics of Meaning
1553,1613,Protagoras and Logos: A Study in Greek Philosophy and Rhetoric
1554,1614,The Beginnings of Rhetorical Theory in Classical Greece
1555,1615,Mixing: Catholic-Protestant Marriages in the 1980's: A Guidebook for Couples and Families
1556,1616,Gracchus Babeuf Avec Les Egaux
1557,1617,"Night (The Night Trilogy, #1)"
1558,1618,The Curious Incident of the Dog in the Night-Time
1559,1619,Night
1560,1620,The Night Gardener
1561,1621,"Friday Night Lights: A Town, a Team, And a Dream"
1562,1622,A Midsummer Night's Dream
1563,1623,Night of the Living Dead
1564,1624,West with the Night
1565,1625,Twelfth Night
1566,1626,Brokeback Mountain: Story to Screenplay
1567,1627,Brokeback Mountain
1568,1628,Brokeback Mountain
1569,1629,Close Range: Brokeback Mountain and Other stories
1570,1630,Brokeback Mountain: Secreto en la Montaña
1571,1631,Brokeback Mountain
1572,1632,Brokeback Mountain
1573,1633,Getting Things Done: The Art of Stress-Free Productivity
1574,1634,Getting Things Done When You Are Not in Charge
1575,1635,Execution: The Discipline of Getting Things Done
1576,1636,The Complete Idiot's Guide to Getting Things Done
1577,1637,"The Three Ways of Getting Things Done: Hierarchy, Heterarchy and Responsible Autonomy in Organizations"
1578,1638,"Results That Matter: Improving Communities by Engaging Citizens, Measuring Performance, and Getting Things Done"
1579,1639,"The Leader's Handbook: Making Things Happen, Getting Things Done"
1580,1640,Execution: The Discipline Of Getting Things Done
1581,1641,Guide to Getting Things Done
1582,1642,Formas breves
1583,1643,El último lector
1584,1644,The Absent City
1585,1645,Money to Burn
1586,1646,Respiración artificial
1587,1647,Ricardo Piglia y La Cultura de La Contravenc
1588,1648,"Poéticas en suspenso: Migraciones narrativas en Ricardo Piglia, Andres Rivera y Juan José Saer"
1589,1649,Ricardo Piglia y Sus Precursores
1590,1650,"Peripheral (Post) Modernity: The Syncretist Aesthetics of Borges, Piglia, Kalokyris and Kyriakidis"
1591,1651,Argentina-S: Ricardo Piglia Dialoga Con la Generacion del 37 en la Discontinuidad
1592,1652,Modos de ensayo: De Borges a Piglia
1593,1653,"Narrativas De La Guerra Sucia En La Argentina: Piglia, Saer, Vale"
1594,1654,Plata quemada
1595,1655,Diccionario de La Novela de Macedonio Fernandez
1596,1656,Ficciones Argentinas: Antologia de Lecturas Criticas
1597,1657,Feeding Frenzy: Attack Journalism and American Politics
1598,1658,"American Government: Continuity and Change, Alternate Edition"
1599,1659,American Government; Continuity and Change
1600,1660,El Túnel
1601,1661,No Excuses: Antonio Sabato Jr. Workout For Life
1602,1662,Aleppo Tales
1603,1663,Adjusting Sights
1604,1664,Essentials of American and Texas Government: Continuity and Change
1605,1665,American Government: Continuity And Change
1606,1666,On Heroes and Tombs
1607,1667,El túnel
1608,1668,The Tunnel
1609,1669,Lo Mejor De Ernesto Sabato
1610,1670,Antes Del Fin
1611,1671,Obra Completa Narrativa
1612,1672,Paginas de Ernesto Sabato
1613,1673,Uno y el Universo
1614,1674,Genio y Figura de Ernesto Sabato
1615,1675,Medio Siglo Con Sabato: Entrevistas
1616,1676,El túnel
1617,1677,Sobre héroes y tumbas
1618,1678,Ernesto Sabato
1619,1679,LA Signification Del Genero: Estudio Semiotico De Las Novelas Y Ensayos De Ernesto Sabato (Coleccion Polymita)
1620,1680,Ernesto Sabato: La Littérature Comme Absolu
1621,1681,The Confessions (Works of Saint Augustine 1)
1622,1682,The Confessions of St. Augustine
1623,1683,The Confessions of Saint Augustine
1624,1684,The City of God
1625,1685,The Enchiridion on Faith Hope and Love (Augustine Series 1)
1626,1686,Augustine of Hippo: A Biography
1627,1687,Augustine Came to Kent
1628,1688,Trinity (Works of Saint Augustine)
1629,1689,The Confessions
1630,1690,The City of God against the Pagans
1631,1691,On Christian Teaching
1632,1692,The Political Writings of St. Augustine
1633,1693,On Christian Doctrine
1634,1694,The Confessions of Saint Augustine
1635,1695,"Augustine, the Farmer's Boy of Tagaste"
1636,1696,Augustine's Laws
1637,1697,CliffsNotes on St. Augustine's Confessions
1638,1698,"Confessions, Books 1-13"
1639,1699,Earlier Writings
1640,1700,On Free Choice of the Will
1641,1701,Augustine: A New Biography
1642,1702,Saint Augustine
1643,1703,Augustine: A Very Short Introduction
1644,1704,Day by Day with Saint Augustine
1645,1705,Confessions
1646,1706,Later Works
1647,1707,On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1)
1648,1708,Augustine: Ancient Thought Baptized
1649,1709,Kitchen Confidential: Adventures in the Culinary Underbelly
1650,1710,Confesiones de un chef
1651,1712,Memoirs of a Midget
1652,1713,The Metamorphoses of Ovid
1653,1714,Metamorphoses
1654,1715,Metamorphoses
1655,1716,Love & Transformation: An Ovid Reader
1656,1717,Tales from Ovid
1657,1718,Metamorphoses
1658,1719,Amores & Metamorphoses: Selections
1659,1720,Ovid's Metamorphoses: Books 1-5
1660,1721,Ovid’s Metamorphoses: Books 6-10
1661,1722,Latin Via Ovid: A First Course
1662,1723,The Art of Love
1663,1724,The Metamorphoses of Ovid
1664,1725,The Art of Love and Other Poems
1665,1726,"Ovid's ""Metamorphoses"""
1666,1727,The Erotic Poems
1667,1728,The Poems of Exile: Tristia and the Black Sea Letters
1668,1729,"Metamorphoses: Volume 2, Books IX-XV"
1669,1730,"Metamorphoses: Volume I, Books I-VIII"
1670,1731,Practice! Practice!: A Latin Via Ovid Workbook
1671,1732,Tristia. Ex Ponto
1672,1733,Silent Screens: The Decline and Transformation of the American Movie Theater
1673,1734,Virgil's Aeneid: Interpretation and Influence
1674,1735,Short Epics
1675,1736,Aftifices of Eternity: Horace's Fourth Book of Odes
1676,1737,Poetic Interplay: Catullus and Horace
1677,1738,Virgil's Pastoral Art: Studies in the Eclogues
1678,1739,Virgil's Poem of the Earth: Studies in the Georgics
1679,1740,"Essays On Latin Lyric, Elegy, And Epic"
1680,1741,"Horace's ""Carmen Saeculare"": Ritual Magic and the Poet`s Art"
1681,1742,The Virgilian Tradition: The First Fifteen Hundred Years
1682,1743,Virgil's Epic Designs: Ekphrasis in the Aeneid
1683,1744,Tibullus: A Commentary
1684,1745,The Poetry of the Aeneid: On the Institution of Authorship
1685,1746,In Spite of Innocence
1686,1747,The Future of Investment Management
1687,1748,"Singers, Heroes, and Gods in the Odyssey"
1688,1749,Tragedy and Civilization: An Interpretation of Sophocles
1689,1750,Dionysiac Poetics and Euripides' Bacchae
1690,1751,Oedipus Tyrannus: Tragic Heroism and the Limits of Knowledge
1691,1752,Antigone
1692,1753,Poetry and Myth in Ancient Pastoral: Essays on Theocritus and Virgil
1693,1754,Lucretius on Death and Anxiety: Poetry and Philosophy in de Rerum Natura
1694,1755,Pindar's Mythmaking: The Fourth Pythian Ode
1695,1756,Dionysiac Poetics And Euripides' Bacchae
1696,1757,"Aglaia: The Poetry of Alcman, Sappho, Pindar, Bacchylides, and Corinna"
1697,1758,"Sophocles' Tragic World: Divinity, Nature, Society"
1698,1759,"Euripides and the Poetics of Sorrow: Art, Gender, and Commemoration in Alcestis, Hippolytus, and Hecuba"
