,description,book_id
301,"
I have always been a soldier. I have known no other life. So begins Alexander’s extraordinary confession on the eve of his greatest crisis of leadership. By turns heroic and calculating, compassionate and utterly merciless, Alexander recounts with a warrior’s unflinching eye for detail the blood, the terror, and the tactics of his greatest battlefield victories. Whether
I have always been a soldier. I have known no other life. So begins Alexander’s extraordinary confession on the eve of his greatest crisis of leadership. By turns heroic and calculating, compassionate and utterly merciless, Alexander recounts with a warrior’s unflinching eye for detail the blood, the terror, and the tactics of his greatest battlefield victories. Whether surviving his father’s brutal assassination, presiding over a massacre, or weeping at the death of a beloved comrade-in-arms, Alexander never denies the hard realities of the code by which he lives: the virtues of war. But as much as he was feared by his enemies, he was loved and revered by his friends, his generals, and the men who followed him into battle. Often outnumbered, never outfought, Alexander conquered every enemy the world stood against him–but the one he never saw coming. . . .
...more
",1316
302,"
Brilliant at war, a master of politics, and a charismatic lover, Alcibiades was Athens’ favorite son and the city’s greatest general.A prodigal follower of Socrates, he embodied both the best and the worst of the Golden Age of Greece. A commander on both land and sea, he led his armies to victory after victory.But like the heroes in a great Greek tragedy, he was a victim
Brilliant at war, a master of politics, and a charismatic lover, Alcibiades was Athens’ favorite son and the city’s greatest general.A prodigal follower of Socrates, he embodied both the best and the worst of the Golden Age of Greece. A commander on both land and sea, he led his armies to victory after victory.But like the heroes in a great Greek tragedy, he was a victim of his own pride, arrogance, excess, and ambition. Accused of crimes against the state, he was banished from his beloved Athens, only to take up arms in the service of his former enemies.For nearly three decades, Greece burned with war and Alcibiades helped bring victories to both sides — and ended up trusted by neither.Narrated from death row by Alcibiades’ bodyguard and assassin, a man whose own love and loathing for his former commander mirrors the mixed emotions felt by all Athens, Tides of War tells an epic saga of an extraordinary century, a war that changed history, and a complex leader who seduced a nation.
...more
",1317
303,"
In the time before Homer, the legendary Theseus, King of Athens (an actual historical figure), set sail on a journey that brought him into the land of tal Kyrte, the “free people,” a nation of proud female warriors whom the Greeks called “Amazons.” The Amazons, bound to each other as lovers as well as fighters, distrusted the Greeks, with their boastful talk of “
In the time before Homer, the legendary Theseus, King of Athens (an actual historical figure), set sail on a journey that brought him into the land of tal Kyrte, the “free people,” a nation of proud female warriors whom the Greeks called “Amazons.” The Amazons, bound to each other as lovers as well as fighters, distrusted the Greeks, with their boastful talk of “civilization.” So when the great war queen Antiope fell in love with Theseus and fled with the Greeks, the mighty Amazon nation rose up in rage.Last of the Amazons is not merely a masterful tale of war and revenge. Pressfield has created a cast of extraordinarily vivid characters, from the unforgettable Selene, whose surrender to the Greeks does nothing to tame her; to her lover, Damon, an Athenian warrior who grows to cherish the wild Amazon ways; to the narrator, Bones, a young girl from a noble family who was nursed by Selene from birth and secretly taught the Amazon way; to the great Theseus, the tragic king; and to Antiope, the noble queen who betrayed tal Kyrte for the love of Theseus.With astounding immediacy and extraordinary attention to military detail, Pressfield transports readers into the heat and terror of war. Equally impressive is his creation of the Amazon nation, its people, its rituals and myths, its greatness and savagery. Last of the Amazons is thrilling on every page, an epic tale of the clash between wildness and civilization, patriotism and love, man and woman.
...more
",1318
304,"
Internationally bestselling author of Last of the Amazons, Gates of Fire, and Tides of War, Steven Pressfield delivers a guide to inspire and support those who struggle to express their creativity. Pressfield believes that “resistance” is the greatest enemy, and he offers many unique and helpful ways to overcome it.
",1319
305,"
Deep in India's past, Lord Krishna revealed the 700 verse Bhagavad-gita, a spiritual poem containing universal, non-sectarian truths. In 1995, Steven Pressfield decided to introduce the Bhagavad-gita to a contemporary audience, so he restructured the Gita in terms of a golf novel, The Legend of Bagger Vance. As he says, ""In the Gita the troubled warrior Arjuna receives
Deep in India's past, Lord Krishna revealed the 700 verse Bhagavad-gita, a spiritual poem containing universal, non-sectarian truths. In 1995, Steven Pressfield decided to introduce the Bhagavad-gita to a contemporary audience, so he restructured the Gita in terms of a golf novel, The Legend of Bagger Vance. As he says, ""In the Gita the troubled warrior Arjuna receives instruction from Krishna, Supreme Lord of the Universe, who has assumed human form as Arjuna's charioteer. Instead of a troubled warrior, it's a troubled golf champion (Rannulph Junah); instead of his charioteer, it's his caddie Bagger Vance."" Now a major motion picture directed by Robert Redford and starring Matt Damon and Will Smith, The Legend of Bagger Vance is loosely based on the ancient Hindu epic. Steven Rosen, in Gita on the Green: The Mystical Tradition Behind Bagger Vance, draws the story out further using some thirty years of Gita scholarship and a writing style that is both eloquent and thorough. Rosen takes us on a colorful journey into the golf world of Bagger Vance, as well as into the spiritual realm of Bhagavan Sri Krishna. By the end of the journey, one realizes that one has just read a commentary on the Bhagavad-gita while hitting a hole in one.Steven J. Rosen is the author of fifteen books on East-Indian philosophy and spirituality. For the last eight years he has been the editor of The Journal of Vaishnavi Studies (an interdisciplinary quarterly). He is currently part of an editorial team working to complete The Encyclopedia of Hinduism, an eighteen volume compendium of Indian thought (forthcoming, 2003, University of South Carolina Press).
...more
",1320
306,"
Año 338-323 a.C. Varado en la India ante el enemigo, Alejandro y sus tropas no consiguen prosperar en su avance de la conquista asiática. Este decide entonces contar sus recuerdos a uno de sus hombres y dejar así registro escrito para la posteridad. Comienza entonces el relato de su infancia en Macedonia, cuando ya acompañaba a su padre a ver el entrenamiento de sus
Año 338-323 a.C. Varado en la India ante el enemigo, Alejandro y sus tropas no consiguen prosperar en su avance de la conquista asiática. Este decide entonces contar sus recuerdos a uno de sus hombres y dejar así registro escrito para la posteridad. Comienza entonces el relato de su infancia en Macedonia, cuando ya acompañaba a su padre a ver el entrenamiento de sus ejércitos, educado por Aristóteles, cuando más tarde ya se convertiría él mismo en soldado, luchando bajo el mando de su padre que logró devolver el honor a la tierra de Macedonia, convirtiéndose en un guerrero temido y respetado, llamado a superar las hazañas de su padre. Siendo todavía muy joven, su padre es asesinado y él se hace cargo del mandato del reino, demostrando su capacidad de liderazgo y militar, sometiendo a ejércitos más poderosos que el suyo, enfrentándose a reyes y emperadores y extendiendo su conquista a las tierras de Oriente Medio, sometiendo uno a uno a los pueblos de Palestina, Egipto, y pronto empezaría a ser considerado un Dios. En Mesopotamia se enfrenta al primer problema enfrentándose a un ejército superior al suyo, un millón de hombres, pero aún así cayó Babilonia. Alejandro se instaló allí y su ejército empezó a ablandarse, los soldados a convertirse en cortesanos, hasta que comprendió que debía seguir avanzando, hacer lo que mejor sabía: conquistar. A continuación cayó Persépolis, luego en Afganistán tuvo que enfrentar un nuevo enemigo y una manera distinta de hacer la guerra, y tras tres años de campaña terminó comprando la fidelidad de las tribus afganas. Avanzando siempre hacia el Este, hasta la India, y allí sus hombres comprendieron que ya no podían dar más de sí, que el fin del mundo por el Este quedaba muy lejos y le pidieron que detuviera su conquista y regresar a casa. Alejandro se opuso en un principio pero al final comprendió que llevaban razón y ordenó el regreso. Habían pasado ocho años desde que salieran de Macedonia. Durante el regreso Alejandro cae enfermo y muere rodeado de sus hombres. Una entretenida epopeya bélica, con un protagonista que toma el cariz de héroe y casi Dios, y que rinde un retrato completo del guerrero ávido de gloria y del hombre.
...more
",1321
307,"
The dynamic story of the life and times of five Marine corporals and sergeants, men at the front lines of the war in Iraq. First extended account of the Marine experience fighting the Iraq insurgency from the grunt's perspective. Author interviewed charismatic and controversial Marine Gen. James N. ""Mad Dog"" Mattis, a legendary Marine commander revered by the grunts and
The dynamic story of the life and times of five Marine corporals and sergeants, men at the front lines of the war in Iraq. First extended account of the Marine experience fighting the Iraq insurgency from the grunt's perspective. Author interviewed charismatic and controversial Marine Gen. James N. ""Mad Dog"" Mattis, a legendary Marine commander revered by the grunts and gives new details about the battle for Fallujah. A sometimes harrowing, often humorous, and occasionally tragic look at the Marine Corps from the inside out in its struggle with the insurgency in Iraq. Drawing from personal experience in the confusing, deadly conflict currently being fought in the streets and back alleys of Iraqi towns and villages, Danelo focuses on the young Marine leaders--corporals and sergeants--whose job it is to take even younger Marines into battle, close with and destroy an elusive enemy, and bring their boys back home again. Sadly, there are losses, but true to the Marine Corps spirit, they soldier on, earning their blood stripes the only way they know how--the hard way.
...more
",1322
308,"
One of Plato's most profound and beautiful works, Phaedrus takes the form of a dialogue between Socrates and Phaedrus, an amateur rhetorical enthusiast, on the topic of passionate or romantic love. Concerned with establishing principles of rhetoric, it argues that rhetoric is only acceptable as an art when it is firmly based on the truth inspired by love, the common
One of Plato's most profound and beautiful works, Phaedrus takes the form of a dialogue between Socrates and Phaedrus, an amateur rhetorical enthusiast, on the topic of passionate or romantic love. Concerned with establishing principles of rhetoric, it argues that rhetoric is only acceptable as an art when it is firmly based on the truth inspired by love, the common experience of true philosophic activity. It is in this dialogue that Plato employs the famous image of love as the driver of the chariot of souls.
...more
",1323
309,"
This is an English translation of one of Plato’s least political dialogue of Socrates and Phaedrus discussing many theme: the art and practice of rhetoric, love, reincarnation, and the soul. It includes an introduction, notes, glossary, appendices, and an interpretive essay and introduction. Also included are rarely seen illustrations, stone carvings and vase paintings.
This is an English translation of one of Plato’s least political dialogue of Socrates and Phaedrus discussing many theme: the art and practice of rhetoric, love, reincarnation, and the soul. It includes an introduction, notes, glossary, appendices, and an interpretive essay and introduction. Also included are rarely seen illustrations, stone carvings and vase paintings.Focus Philosophical Library translations are close to and are non-interpretative of the original text, with the notes and a glossary intending to provide the reader with some sense of the terms and the concepts as they were understood by Plato’s immediate audience.
...more
",1324
310,"
It has been said that, after the Bible, Plato's dialogues are the most influential books in Western culture.Of the dialogues, the Symposium is the most delightful and accessible, requiring no special knowledge of ancient Greek philosophy or customs. Dramatizing a party in fifth-century B.C. Athens, the deceptively unassuming Symposium introduces—in the guise of convivial
 It has been said that, after the Bible, Plato's dialogues are the most influential books in Western culture. Of the dialogues, the Symposium is the most delightful and accessible, requiring no special knowledge of ancient Greek philosophy or customs. Dramatizing a party in fifth-century B.C. Athens, the deceptively unassuming Symposium introduces—in the guise of convivial after-dinner conversation—profound ideas about the nature of love. In Phaedrus, here published together with the Symposium, Plato discusses the place of eloquence in expounding truth. In both dialogues, Socrates plays the leading role, by turns teasing, arguing, analyzing, joking, inspiring, and cajoling his followers into understanding ideas that have remained central to Western thought through the centuries. (Book Jacket Status: Jacketed)
...more
",1325
311,"
In the Phaedrus Plato(427-347 B.C.) is concerned with establishing the principles of rhetoric. Through the mouths of Socrates and Phaedrus he argues that rhetoric is only acceptable as an art when it is firmly based on the truth inspired by love, the common experience of true philosophic activity. It is in this dialogue that Plato employs the famous image of love as the
In the Phaedrus Plato(427-347 B.C.) is concerned with establishing the principles of rhetoric. Through the mouths of Socrates and Phaedrus he argues that rhetoric is only acceptable as an art when it is firmly based on the truth inspired by love, the common experience of true philosophic activity. It is in this dialogue that Plato employs the famous image of love as the driver of the chariot of souls. The seventh and eight letters (which are accepted as genuine amongst those attributed to Plato) provide fascinating glimpses into the contemporary power struggle in Sicily and evidence his failure to put into practice his theory of philosopher-king.
...more
",1326
312,"
Trajectory presents classics of world literature with 21st century features! Our original-text editions include the following visual enhancements to foster a deeper understanding of the work: Word Clouds at the start of each chapter highlight important words. Word, sentence, paragraph counts, and reading time help readers and teachers determine chapter complexity.
Trajectory presents classics of world literature with 21st century features! Our original-text editions include the following visual enhancements to foster a deeper understanding of the work: Word Clouds at the start of each chapter highlight important words. Word, sentence, paragraph counts, and reading time help readers and teachers determine chapter complexity. Co-occurrence graphs depict character-to-character interactions as well character to place interactions. Sentiment indexes identify positive and negative trends in mood within each chapter. Frequency graphs help display the impact this book has had on popular culture since its original date of publication. Use Trajectory analytics to deepen comprehension, to provide a focus for discussions and writing assignments, and to engage new readers with some of the greatest stories ever told. ""Phaedrus"", by Plato, is a discussion between Socrates, and Phaedrus as Socrates is in prison awaiting execution.
...more
",1327
313,"
Set in the idyllic countryside outside Athens, the Phaedrus is a dialogue between the philosopher Socrates and his young friend Phaedrus, inspired by their reading of a clumsy speech by the writer Lysias about love. After first considering the virtues of romantic love, their conversation develops into a wide-ranging discussion on such subjects as the pursuit of beauty, the
Set in the idyllic countryside outside Athens, the Phaedrus is a dialogue between the philosopher Socrates and his young friend Phaedrus, inspired by their reading of a clumsy speech by the writer Lysias about love. After first considering the virtues of romantic love, their conversation develops into a wide-ranging discussion on such subjects as the pursuit of beauty, the nature of humanity, the immortality of the soul and the attainment of truth, and ends with an in-depth consideration of the principles of rhetoric. Probably a work of Plato’s maturity, the Phaedrus represents a high point in his achievement as a writer. It remains a fascinating exploration of love, mortality, destiny and what it means to be human.
...more
",1328
314,"
A reflection on the nature of erotic love that begins with sexual desire but can transcend that origin and reach even the heights of religious ecstasy.
",1329
315,"
Plato, the great philosopher of Athens, was born in 427 BCE. In early manhood an admirer of Socrates, he later founded the famous school of philosophy in the grove Academus. Much else recorded of his life is uncertain; that he left Athens for a time after Socrates' execution is probable; that later he went to Cyrene, Egypt, and Sicily is possible; that he was wealthy is
Plato, the great philosopher of Athens, was born in 427 BCE. In early manhood an admirer of Socrates, he later founded the famous school of philosophy in the grove Academus. Much else recorded of his life is uncertain; that he left Athens for a time after Socrates' execution is probable; that later he went to Cyrene, Egypt, and Sicily is possible; that he was wealthy is likely; that he was critical of 'advanced' democracy is obvious. He lived to be 80 years old. Linguistic tests including those of computer science still try to establish the order of his extant philosophical dialogues, written in splendid prose and revealing Socrates' mind fused with Plato's thought. In ""Laches, Charmides, "" and ""Lysis, "" Socrates and others discuss separate ethical conceptions. ""Protagoras, Ion, "" and ""Meno"" discuss whether righteousness can be taught. In ""Gorgias, "" Socrates is estranged from his city's thought, and his fate is impending. The ""Apology"" (not a dialogue), ""Crito, Euthyphro, "" and the unforgettable ""Phaedo"" relate the trial and death of Socrates and propound the immortality of the soul. In the famous ""Symposium"" and ""Phaedrus, "" written when Socrates was still alive, we find the origin and meaning of love. ""Cratylus"" discusses the nature of language. The great masterpiece in ten books, the ""Republic, "" concerns righteousness (and involves education, equality of the sexes, the structure of society, and abolition of slavery). Of the six so-called dialectical dialogues ""Euthydemus"" deals with philosophy; metaphysical ""Parmenides"" is about general concepts and absolute being; ""Theaetetus"" reasons about the theory of knowledge. Of its sequels, ""Sophist"" deals with not-being; ""Politicus"" with good and bad statesmanship and governments; ""Philebus"" with what is good. The ""Timaeus"" seeks the origin of the visible universe out of abstract geometrical elements. The unfinished ""Critias"" treats of lost Atlantis. Unfinished also is Plato's last work of the twelve books of ""Laws"" (Socrates is absent from it), a critical discussion of principles of law which Plato thought the Greeks might accept. The Loeb Classical Library's Plato is in twelve volumes.
...more
",1330
316,"
Babrius is the reputed author of a collection (discovered in the 19th century) of more than 125 fables based on those called Aesop's, in Greek verse. He may have been a hellenised Roman living in Asia Minor during the late 1st century CE. The fables are all in one metre & in very good style, humorous & pointed. Some are original. Phaedrus, born in Macedonia,
Babrius is the reputed author of a collection (discovered in the 19th century) of more than 125 fables based on those called Aesop's, in Greek verse. He may have been a hellenised Roman living in Asia Minor during the late 1st century CE. The fables are all in one metre & in very good style, humorous & pointed. Some are original. Phaedrus, born in Macedonia, flourished in the early half of the 1st century CE. Apparently a slave set free by the emperor Augustus, he lived in Italy & began to write Aesopian fables. When he offended Sejanus, a powerful official of the emperor Tiberius, he was punished but not silenced. The fables, in five books, are in lively terse & simple Latin verse not lacking in dignity. They not only amuse & teach but also satirise social & political life in Rome. This edition includes a comprehensive analytical Survey of Greek & Latin fables in the Aesopic tradition, as well as a historical introduction.INTRODUCTION: The aesopic fable in antiquity. Nature & origin of fable. Aesop. Babrius. Phaedrus BABRIUS: Introduction. Text & translation of the metrically extant fables PHAEDRUS: Introduction. Text & translation of the metrically extant fables APPENDIX: An analytical survey of Greek & Latin fables in the Aesopic tradition  INDICES: Index of fables. Index of proper nouns & adjectives occurring within the fables
...more
",1331
317,"
Volumen 2, edited by John Burnet, of the complete extant works by Plato published in 5 volumes.This second volumen contains eight dialogues: Parmenides, Philebus, Symposium, Phaedrus, Alcibiades I,II, Hipparchus, and Amatores.
",1332
318,"
The Rhetoric of Morality and Philosophy, one of the most groundbreaking works of twentieth-century Platonic studies, is now back in print for a new generation of students and scholars to discover. In this volume, distinguished classicist Seth Benardete interprets and pairs two important Platonic dialogues, the Gorgias and the Phaedrus, illuminating Socrates’ notion of
The Rhetoric of Morality and Philosophy, one of the most groundbreaking works of twentieth-century Platonic studies, is now back in print for a new generation of students and scholars to discover. In this volume, distinguished classicist Seth Benardete interprets and pairs two important Platonic dialogues, the Gorgias and the Phaedrus, illuminating Socrates’ notion of rhetoric and Plato’s conception of morality and eros in the human soul.            Following his discussion of the Gorgias as a dialogue about the rhetoric of morality, Benardete turns to the Phaedrus as a discourse about genuine rhetoric, namely the science of eros, or true philosophy. This novel interpretation addresses numerous issues in Plato studies: the relation between the structure of the Gorgias and the image of soul/city in the Republic, the relation between the structure of Phaedrus and the concept of eros, and Socrates’ notion of ignorance, among others.
...more
",1333
319,"
""And when the other is beside him, he shares his respite from anguish; when he is absent, he likewise shares his longing and being longed for, since he possesses that counterlove which is the image of love, though he supposes it to be friendship rather than love, and calls it by that name"" (from the Phaedrus).The nature of love and friendship and their varying
""And when the other is beside him, he shares his respite from anguish; when he is absent, he likewise shares his longing and being longed for, since he possesses that counterlove which is the image of love, though he supposes it to be friendship rather than love, and calls it by that name"" (from the Phaedrus).The nature of love and friendship and their varying manifestations have stimulated philosophical interest for centuries. How should we understand such concepts as: the beloved, physical beauty, the beauty that transcends the physical, and the power of love between men as the ancient Greeks understood it? In these three dialogues, the Lysis, Phaedrus, and Symposium, Socrates, the gadfly of Athens, searches for the truth about love and friendship. In doing so, he reveals how his Athenian contemporaries regarded homosexual love as an educative, aesthetic, and social force.
...more
",1334
320,"
The focus of this account is how myth and formal argument in the dialogue Phaedrus complement and reinforce each other in Plato's philosophy. Not only is the dialogue in its formal structure a joining of myth and argument, but the philosophic life that it praises is also shaped by the limitations of argument and the importance of mythical and poetic understanding. The book
The focus of this account is how myth and formal argument in the dialogue Phaedrus complement and reinforce each other in Plato's philosophy. Not only is the dialogue in its formal structure a joining of myth and argument, but the philosophic life that it praises is also shaped by the limitations of argument and the importance of mythical and poetic understanding. The book is written for anyone seriously interested in Plato's thought and in the history of literary theory or of rhetoric. No knowledge of Greek is required.
...more
",1335
321,"
The Pbaedrus lies at the heart of Plato's work, and the topics it discusses are central to his thought. In its treatment of the topics of the soul, the ideas and love, it is closely tied to the other dialogues of Plato's ""middle period,"" the Pbaedo, the Symposium, and the Republic.
",1336
322,"
Plato's famous dialogue, the Phaedrus, was variously subtitled in antiquity: ""On Beauty"", ""On Love"", ""On the Psyche"". It is also concerned with the art of rhetoric, of thought and communication.Pieper, noted for the grace and clarity of his style, gives an illuminating and stimulating interpretation of the dialogue. Leaving the more recondite scholarly preoccupations
Plato's famous dialogue, the Phaedrus, was variously subtitled in antiquity: ""On Beauty"", ""On Love"", ""On the Psyche"". It is also concerned with the art of rhetoric, of thought and communication.Pieper, noted for the grace and clarity of his style, gives an illuminating and stimulating interpretation of the dialogue. Leaving the more recondite scholarly preoccupations aside, he concentrates on the content, bringing the actual situation in the dialogue -- Athens and its intellectuals engaged in spirited debate -- alive. Equally alive is the discussion of ideas, which are brought to bear on contemporary experience and made to prove the perennial validity of Socratic wisdom, and its power to excite the mind. The main thesis -- that in poetry and in love man is ""beside himself"", that is, divinely inspired -- is discussed with reference to modern poets, novelists, and modern psychology.
...more
",1337
323,"
This collection features Plato's writings on sex and love in the preeminent translations of Stanley Lombardo, Paul Woodruff and Alexander Nehamas, D.S. Hutchinson, and C.D.C. Reeve. Reeve's Introduction provides a wealth of historical information about Plato and Socrates, and the sexual norms of classical Athens. His introductory essay looks closely at the dialogues
This collection features Plato's writings on sex and love in the preeminent translations of Stanley Lombardo, Paul Woodruff and Alexander Nehamas, D.S. Hutchinson, and C.D.C. Reeve. Reeve's Introduction provides a wealth of historical information about Plato and Socrates, and the sexual norms of classical Athens. His introductory essay looks closely at the dialogues themselves and includes the following sections: Socrates and the Art of Love; Socrates and Athenian Paiderastia; Loving Socrates; Love and the Ascent to the Beautiful; The Art and Psychology of Love Explained; and Writing about Love.
...more
",1338
324,"
Loving and Dying is a reading of three dialogues (Phaedo, Symposium, and Phaedrus) which, using the figure of Socrates conversing in three different concrete situations, in complementary fashion address death, love, and reflection, as matters central to finding and understanding life's meaning and to sharing in the kind of immortality that is open to a human being. The
Loving and Dying is a reading of three dialogues (Phaedo, Symposium, and Phaedrus) which, using the figure of Socrates conversing in three different concrete situations, in complementary fashion address death, love, and reflection, as matters central to finding and understanding life's meaning and to sharing in the kind of immortality that is open to a human being. The intent of the work is simply to bring to attention how the dialogues register as drama and how they achieve this provocation of the reader to reflection on these central matters in human life.
...more
",1339
325,"
This book contains a dozen entertaining stories written in colloquial Latin verse newly translated and commented on by John Henderson. The author, Phaedrus, was a freeman of Augustus who put Aesop's Fables into five books of verse during the reign of Tiberius. He included a number of stories and anecdotes on everyday life situations as well as assorted satirical bits.
This book contains a dozen entertaining stories written in colloquial Latin verse newly translated and commented on by John Henderson. The author, Phaedrus, was a freeman of Augustus who put Aesop's Fables into five books of verse during the reign of Tiberius. He included a number of stories and anecdotes on everyday life situations as well as assorted satirical bits. Rarely read today, they take the reader to the heart of ancient Rome, into everyday corners of classical life and culture, high and low, during the reigns of the first emperors, Augustus and Tiberius.
...more
",1340
326,"
Animal fables are said to have originated with Aesop, a semilegendary Samian slave, but the earliest surviving record of the fables comes from the Latin poet Phaedrus, who introduced the new genre to Latin literature. This verse translation of The Fables is the first in English in more than two hundred years.In addition to the familiar animal fables, about a quarter of the
Animal fables are said to have originated with Aesop, a semilegendary Samian slave, but the earliest surviving record of the fables comes from the Latin poet Phaedrus, who introduced the new genre to Latin literature. This verse translation of The Fables is the first in English in more than two hundred years.In addition to the familiar animal fables, about a quarter of the book includes such diverse material as prologues and epilogues, historical anecdotes, short stories, enlarged proverbs and sayings, comic episodes and folk wisdom, and many incidental glimpses of Greek and Roman life in the classical period.The Fables also sheds light on the personal history of Phaedrus, who seems to have been an educated slave, eventually granted his freedom by the emperor Augustus. Phaedrus' style is lively, clean, and sparse, though not at the cost of all detail and elaboration. It serves well as a vehicle for his two avowed purposes--to entertain and to give wise counsel for the conduct of life. Like all fabulists, Phaedrus was a moralist, albeit on a modest and popular level.An excellent introduction by P. F. Widdows provides information about Phaedrus, the history of The Fables, the metric style of the original and of this translation, and something of the place of these fables in Western folklore. The translation is done in a free version of Anglo-Saxon alliterative verse, a form used by W. H. Auden and chosen here to match the popular tone of Phaedrus' Latin verse.
...more
",1341
327,"
With a masterful sense of the place of rhetoric in both thought and practice and an ear attuned to the clarity, natural simplicity, and charm of Plato's Greek prose, James H. Nichols, Jr., offers precise yet unusually readable translations of two great Platonic dialogues on rhetoric. The Gorgias presents an intransigent argument that justice is superior to injusticeto the
With a masterful sense of the place of rhetoric in both thought and practice and an ear attuned to the clarity, natural simplicity, and charm of Plato's Greek prose, James H. Nichols, Jr., offers precise yet unusually readable translations of two great Platonic dialogues on rhetoric. The Gorgias presents an intransigent argument that justice is superior to injusticeto the extent that suffering an injustice is preferable to committing an unjust act. The dialogue contains some of Plato's most significant and famous discussions of major political themes, and focuses dramatically and with unrivaled intensity on Socrates as a political thinker and actor. Featuring some of Plato's most soaringly lyrical passages, the Phaedrus investigates the soul's erotic longing and its relationship to the whole cosmos, as well as inquiring into the nature of rhetoric and the problem of writing.Nichols's attention to dramatic detail brings the dialogues to life. Plato's striking variety in conversational address (names and various terms of relative warmth and coolness) is carefully reproduced, as is alteration in tone and implication even in the short responses. The translations render references to the gods accurately and non-monotheistically for the first time, and include a fascinating variety of oaths and invocations. A general introduction on rhetoric from the Greeks to the present shows the problematic relation of rhetoric to philosophy and politics, states the themes that unite the two dialogues, and outlines interpretive suggestions that are then developed more fully for each dialogue. The twin dialogues reveal both the private and the political rhetoric emphatic in Plato's philosophy, yet often ignored in commentaries on it. Nichols believes that Plato's thought on rhetoric has been largely misunderstood, and he uses his translations as an opportunity to reconstruct the classical position on right relations between thought and public activity.
...more
",1342
328,"
Fedro e Aviano sono gli unici autori della letteratura latina che si siano dedicati esclusivamente alla favola con finalità artistiche. Vissuto all'inizio dell'età imperiale romana, Fedro è l'autore della prima raccolta favolistica del mondo classico, ispirata a sillogi più antiche (il creatore di tale nuovo genere letterario, come lo stesso Fedro ammette, è il greco
Fedro e Aviano sono gli unici autori della letteratura latina che si siano dedicati esclusivamente alla favola con finalità artistiche. Vissuto all'inizio dell'età imperiale romana, Fedro è l'autore della prima raccolta favolistica del mondo classico, ispirata a sillogi più antiche (il creatore di tale nuovo genere letterario, come lo stesso Fedro ammette, è il greco Esopo) e destinata a conoscere una immensa popolarità in tutta la letteratura occidentale. Il meno noto ma non meno importante Aviano, alla fine dell'età imperiale romana, si inserisce in quella tradizione, assicurando la perpetuazione di 42 favole scelte all'interno di una preesistente raccolta esopica, che egli arricchisce di una fitta serie di richiami letterari. Il volume contiene inoltre la cosiddetta Appendix Perottina, comprendente 32 favole trascritte nel 1470 da Niccolò Perotti vescovo di Siponto, e si apre con un'ampia introduzione nella quale la curatrice Giannina Solimano ripercorre la storia di un genere letterario che ha conosciuto infinite rivisitazioni attraverso i secoli.
...more
",1343
329,"
Trajectory presents classics of world literature with 21st century features! Our original-text editions include the following visual enhancements to foster a deeper understanding of the work: Word Clouds at the start of each chapter highlight important words. Word, sentence, paragraph counts, and reading time help readers and teachers determine chapter complexity.
Trajectory presents classics of world literature with 21st century features! Our original-text editions include the following visual enhancements to foster a deeper understanding of the work: Word Clouds at the start of each chapter highlight important words. Word, sentence, paragraph counts, and reading time help readers and teachers determine chapter complexity. Co-occurrence graphs depict character-to-character interactions as well character to place interactions. Sentiment indexes identify positive and negative trends in mood within each chapter. Frequency graphs help display the impact this book has had on popular culture since its original date of publication. Use Trajectory analytics to deepen comprehension, to provide a focus for discussions and writing assignments, and to engage new readers with some of the greatest stories ever told. ""Phaedrus"", by Plato, is a discussion between Socrates, and Phaedrus as Socrates is in prison awaiting execution.
...more
",1345
330,"
aObergs Kommentar duerfte [a] auf lange Zeit fuer eine wissenschaftlich fundierte Lektuere des Phaedrus an Universitat und Schule ein unentbehrliches Hilfsmittel sein. Wer in Zukunft Phaedrus liest, wird diesen Kommentar stets mit Gewinn zu Rate ziehen.o Forum Classicum Phaedrus schreibt seine Fabeln und aHistorcheno in geistig und politisch bewegter Zeit, zwischen Ovid
aObergs Kommentar duerfte [a] auf lange Zeit fuer eine wissenschaftlich fundierte Lektuere des Phaedrus an Universitat und Schule ein unentbehrliches Hilfsmittel sein. Wer in Zukunft Phaedrus liest, wird diesen Kommentar stets mit Gewinn zu Rate ziehen.o Forum Classicum Phaedrus schreibt seine Fabeln und aHistorcheno in geistig und politisch bewegter Zeit, zwischen Ovid und Seneca, den Kaisern Augustus und Claudius. Als Satiriker gequalt zwischen ethischem Anspruch und Sittenverfall schafft er auf den Spuren des sagenhaften Asop mit seinen metrischen exempla eine neue Literaturgattung. In den Analysen wird jedes Gedicht auf seine poetische Form und seinen gesellschaftlichen Kontext befragt. Bezuege zur zeitgenossischen und alteren Literatur werden untersucht. Ein Ansatz zur Systematik versucht quer durch alle 134 Titel besondere Merkmale zusammenzustellen und so ein Bild des sonst fast unbekannten Dichters zu entwerfen (aQuerthemeno). Die problemtrachtigen Rahmentexte (amoraliteso, Promythia etc.) werden lateinisch vorgestellt, nach Kriterien geordnet. Zwanzig Illustrationen von 1667 beleuchten ein Kapitel neuzeitlicher Rezeption.
...more
",1346
